Designator,Mid X,Mid Y,Rotation,Layer
C1,45.145999,24.257,0.0,top
C2,45.145999,26.289,0.0,top
J1,15.090714,26.469786,0.0,top
J2,44.300714,26.469786,0.0,top
J4,55.686,42.545,0.0,top
JP1,61.595,9.007286,0.0,top
JP2,59.055,9.007286,0.0,top
R1,43.307,22.3012,180.0,top
R2,48.768,36.957,0.0,top
R3,61.595,15.357286,270.0,top
R4,59.69,15.357286,270.0,top
U1,45.085,31.242,270.0,top
