Designator,Mid X,Mid Y,Rotation,Layer
C1,8.46,26.797,270.0,top
D1,14.654,3.596,180.0,top
Q1,19.746,25.9565,270.0,top
R1,10.795,3.596,0.0,top
R2,15.6465,13.97,0.0,top
R3,15.6465,11.43,0.0,top
R4,19.812,29.21,0.0,top
U1,13.716,25.856,0.0,top
